index,rdate,rid,hid,venue,track,going,course,class,distance,rfinishm,rm1,rm2,rm3,rm4,rm5,rm6,horsenum,jname,tname,exweight,bardraw,gear,rating,ratechg,horseweight,horseweightchg,besttime,age,priority,lastsix,rank,runpos,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6,finishm,d1,d2,d3,d4,d5,d6,datediff,pricemoney,windist,win_t5,win,place_t5,place,ind_win,ind_pla
110518,2019-11-03,4,2,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,V338,N Callan,J Moore,128,8,B/TT,75,0,1122,-7,1.08.98,7,*1,7/2/4/8/4/9,2,5-5-2,5,5,2,0,0,0,2409,2213,2255,0,0,0,6877,2,3.5,0.75,0,0,0.0,28,"HK$ 1,450,000",3/4,13.0,18.0,2.9,2.8,0,1
110519,2019-11-03,4,3,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C213,M L Yeung,T P Yung,126,10,SR,73,0,1135,+15,1.09.06,5,*1,6/12/4,10,3-3-10,3,3,10,0,0,0,2401,2205,2355,0,0,0,6961,1.5,2.5,6,0,0,0.0,49,"HK$ 1,450,000",6,25.0,32.0,4.5,5.3,0,0
110520,2019-11-03,4,4,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,B200,U Rispoli,D E Ferraris,125,9,,72,-1,1224,-4,1.08.83,5,+1,12/6/10/4/1/2,5,10-10-5,10,10,5,0,0,0,2469,2217,2211,0,0,0,6897,5.75,7.5,2,0,0,0.0,28,"HK$ 1,450,000",2,14.0,16.0,2.7,3.1,0,0
110521,2019-11-03,4,5,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,D040,G van Niekerk,P F Yiu,125,2,,72,,1150,,,4,+1,,4,2-2-4,2,2,4,0,0,0,2385,2189,2321,0,0,0,6894,0.5,0.5,1.75,0,0,0.0,,"HK$ 1,450,000",1-3/4,6.2,7.0,1.8,1.9,0,0
110522,2019-11-03,4,6,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C443,C Y Ho,K W Lui,124,11,H1,71,0,1098,+3,,4,*1,12,6,11-11-6,11,11,6,0,0,0,2477,2221,2202,0,0,0,6900,6.25,8.25,2.25,0,0,0.0,43,"HK$ 1,450,000",2-1/4,91.0,99.0,13.0,18.0,0,0
110523,2019-11-03,4,7,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C430,L Hewitson,Y S Tsui,123,5,,70,,1013,,,5,1,,12,4-4-12,4,4,12,0,0,0,2401,2221,2477,0,0,0,7099,1.5,3.5,14.5,0,0,0.0,,"HK$ 1,450,000",14-1/2,87.0,99.0,12.0,17.0,0,0
110524,2019-11-03,4,8,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C522,H N Wong,C W Chang,123,6,,70,,1051,,,3,+1,,9,9-9-9,9,9,9,0,0,0,2453,2217,2291,0,0,0,6961,4.75,6.5,6,0,0,0.0,,"HK$ 1,450,000",6,99.0,99.0,19.0,31.0,0,0
110525,2019-11-03,4,9,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C228,J Moreira,J Size,120,1,TT,67,0,1133,+23,1.09.00,4,1,11/1/4/1/4,1,1-1-1,1,1,1,0,0,0,2377,2189,2299,0,0,0,6865,0.5,0.5,0.75,0,0,0.0,125,"HK$ 1,450,000",3/4,2.0,1.9,1.1,1.2,1,1
110526,2019-11-03,4,10,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,C077,A Sanna,A S Cruz,119,7,B/TT,66,-3,1156,+24,1.09.22,5,1,9/5/6/8/11/5,7,8-8-7,8,8,7,0,0,0,2449,2217,2239,0,0,0,6905,4.5,6.25,2.5,0,0,0.0,119,"HK$ 1,450,000",2-1/2,18.0,23.0,3.7,3.7,0,0
110527,2019-11-03,4,11,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,S093,T H So,P O'Sullivan,117,3,B,64,-2,1140,0,1.10.35,9,1,11/8/10/3/11/10,3,6-6-3,6,6,3,0,0,0,2425,2213,2248,0,0,0,6886,3,4.5,1.25,0,0,0.0,14,"HK$ 1,450,000",1-1/4,62.0,61.0,7.6,7.0,0,1
110528,2019-11-03,4,12,ST,TURF,GOOD TO FIRM,C+3,Class 3,1200,6865,2377,2189,2299,0,0,0,A009,H T Mo,R Gibson,113,12,B-,60,-2,1158,+12,,7,*1,12/12/11/11/11/2,8,12-12-8,12,12,8,0,0,0,2517,2205,2221,0,0,0,6943,8.75,9.75,5,0,0,0.0,28,"HK$ 1,450,000",5,99.0,99.0,12.0,22.0,0,0
110529,2019-11-03,5,1,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C177,J Moreira,R Gibson,132,7,,57,+7,1229,+20,,4,+1,1/4/6/9,10,9-7-7-10,9,7,7,10,0,0,1387,2167,2284,2382,0,0,8220,3.5,4.75,3.75,7,0,0.0,28,"HK$ 967,000",7,4.4,5.4,2.5,2.3,0,0
110530,2019-11-03,5,2,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,A178,K H Chan,D J Whyte,132,1,B/XB,57,+6,1162,+5,1.21.12,6,1,1/2/8/10/4/4,1,1-1-1-1,1,1,1,1,0,0,1331,2147,2300,2330,0,0,8108,SH,0.75,1.5,0.75,0,0.0,22,"HK$ 967,000",3/4,4.6,3.6,1.7,1.5,1,1
110531,2019-11-03,5,3,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C444,B Shinn,J Size,130,9,,55,-2,1135,+3,1.22.47,3,+1,6/10,11,8-8-8-11,8,8,8,11,0,0,1387,2175,2284,2382,0,0,8228,3.5,5.25,4.25,7.5,0,0.0,22,"HK$ 967,000",7-1/2,24.0,29.0,5.7,6.6,0,0
110532,2019-11-03,5,4,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,A086,Z Purton,T P Yung,127,3,B,52,+2,1031,+22,1.21.43,6,+1,2/9/10/6/2/5,3,5-6-4-3,5,6,4,3,0,0,1367,2163,2284,2314,0,0,8128,2.25,3.25,2.25,1.25,0,0.0,56,"HK$ 967,000",1-1/4,3.9,3.9,1.8,1.6,0,1
110533,2019-11-03,5,5,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C227,N Callan,F C Lor,127,6,TT,52,-2,1145,+28,1.25.93,4,*1,11/10/11/5/12/8,4,4-5-6-4,4,5,6,4,0,0,1367,2159,2304,2311,0,0,8141,2.25,3,3.25,2,0,0.0,53,"HK$ 967,000",2,48.0,63.0,9.2,14.0,0,0
110534,2019-11-03,5,6,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C353,R Bayliss,J Moore,126,11,CP/XB/TT,51,0,1096,-4,1.21.32,4,+1,9/2/2/5/9/9,9,13-12-12-9,13,12,12,9,0,0,1423,2187,2272,2326,0,0,8208,5.75,8.25,6.5,6.25,0,0.0,14,"HK$ 967,000",6-1/4,10.0,11.0,3.2,3.4,0,0
110535,2019-11-03,5,7,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,V417,K Teetan,P O'Sullivan,125,12,B,50,0,1151,-11,1.21.39,6,1,2/1/3/2/2/10,2,12-13-11-2,12,13,11,2,0,0,1423,2187,2264,2247,0,0,8121,5.75,8.25,6,0.75,0,0.0,33,"HK$ 967,000",3/4,7.5,7.3,1.9,2.4,0,1
110536,2019-11-03,5,8,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C250,M L Yeung,K H Ting,123,4,CP1/TT,48,-2,1239,+22,1.22.89,4,+1,14/5/14,14,2-2-5-14,2,2,5,14,0,0,1331,2159,2324,2495,0,0,8309,SH,0.75,2.25,12.5,0,0.0,43,"HK$ 967,000",12-1/2,43.0,49.0,8.7,10.0,0,0
110537,2019-11-03,5,9,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C305,A Sanna,P F Yiu,122,5,B,47,-5,1160,-9,,4,1,13/12,13,3-3-2-13,3,3,2,13,0,0,1339,2163,2300,2444,0,0,8246,0.5,1.5,1.5,8.75,0,0.0,125,"HK$ 967,000",8-3/4,87.0,99.0,15.0,24.0,0,0
110538,2019-11-03,5,10,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,A057,C Y Ho,K W Lui,122,10,TT,47,+2,1137,-8,1.21.58,7,1,3/1/2/6/6/9,5,10-11-10-5,10,11,10,5,0,0,1403,2183,2272,2285,0,0,8143,4.5,6.75,5,2.25,0,0.0,22,"HK$ 967,000",2-1/4,15.0,12.0,3.8,3.1,0,0
110539,2019-11-03,5,11,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C168,K C Leung,C S Shum,119,8,B/TT,44,-2,1094,-6,1.21.76,4,1,7/11/11/12,7,11-9-9-7,11,9,9,7,0,0,1407,2167,2280,2323,0,0,8177,4.75,6,4.75,4.25,0,0.0,22,"HK$ 967,000",4-1/4,22.0,21.0,5.2,4.5,0,0
110540,2019-11-03,5,12,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,C149,G van Niekerk,C H Yip,119,14,,44,-2,1109,-9,1.22.18,5,+1,12/12/2/8/11/11,8,6-4-3-8,6,4,3,8,0,0,1379,2127,2308,2372,0,0,8186,3,1.75,2.25,5,0,0.0,28,"HK$ 967,000",5,16.0,18.0,4.3,4.5,0,0
110541,2019-11-03,5,13,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,A220,H N Wong,C Fownes,119,2,H-/PC-/XB-/TT1,44,-2,1098,-5,1.22.42,5,*1,14/10/12/5/6/1,12,7-10-13-12,7,10,13,12,0,0,1387,2195,2304,2353,0,0,8239,3.5,6.5,6.75,8.25,0,0.0,28,"HK$ 967,000",8-1/4,94.0,99.0,16.0,21.0,0,0
110542,2019-11-03,5,14,ST,TURF,GOOD TO FIRM,C+3,Class 4,1400,8108,1331,2147,2300,2330,0,0,A207,H W Lai,Y S Tsui,118,13,,43,-4,1101,+6,1.22.95,5,+1,7/12/9/10/5/9,6,14-14-14-6,14,14,14,6,0,0,1439,2195,2264,2268,0,0,8166,6.75,9.75,7.5,3.75,0,0.0,315,"HK$ 967,000",3-3/4,63.0,94.0,11.0,20.0,0,0
110543,2019-11-03,6,1,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,A114,K Teetan,A S Cruz,133,9,B/H/TT,101,+1,1159,+1,1.08.44,6,1,2/3/9/2/11/3,2,9-7-2,9,7,2,0,0,0,2442,2178,2196,0,0,0,6816,6.75,5,1.75,0,0,0.0,33,"HK$ 2,100,000",1-3/4,7.3,9.7,2.0,2.4,0,1
110544,2019-11-03,6,2,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,C215,J Moreira,F C Lor,130,4,B,98,+12,1157,+14,1.08.20,5,+1,1/2/4/2/2/2,3,3-3-3,3,3,3,0,0,0,2366,2210,2251,0,0,0,6827,2,2.25,2.5,0,0,0.0,33,"HK$ 2,100,000",2-1/2,1.8,1.8,1.1,1.1,0,1
110545,2019-11-03,6,3,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,B083,U Rispoli,Y S Tsui,130,3,,98,+6,991,-12,1.09.48,5,1,13/1/4/5/6/3,6,5-4-6,5,4,6,0,0,0,2402,2190,2261,0,0,0,6852,4.25,3.25,4,0,0,0.0,144,"HK$ 2,100,000",4,68.0,74.0,11.0,12.0,0,0
110546,2019-11-03,6,4,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,B173,B Shinn,J Size,127,12,PC,95,0,1157,+4,1.08.02,5,2,10/9/3/7/7/1,5,11-11-5,11,11,5,0,0,0,2466,2174,2198,0,0,0,6838,8.25,6.25,3,0,0,0.0,33,"HK$ 2,100,000",3,39.0,27.0,7.0,5.3,0,0
110547,2019-11-03,6,5,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,B065,G van Niekerk,A T Millard,124,10,XB,92,0,1030,-21,1.08.73,5,+1,10/8/5/2/8/1,8,10-10-8,10,10,8,0,0,0,2458,2178,2224,0,0,0,6860,7.75,6,4.5,0,0,0.0,22,"HK$ 2,100,000",4-1/2,28.0,23.0,5.2,4.5,0,0
110548,2019-11-03,6,6,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,B312,N Callan,J Moore,124,1,CP,92,0,1243,-3,1.08.53,4,2,3/12/6/1/1/1,1,2-2-1,2,2,1,0,0,0,2358,2202,2229,0,0,0,6789,1.5,1.25,1.75,0,0,0.0,22,"HK$ 2,100,000",1-3/4,5.1,5.0,1.8,1.7,1,1
110549,2019-11-03,6,7,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,T200,A Badel,A T Millard,121,11,,89,0,1107,+5,1.09.03,8,2,12/11/2/1/12/3,10,12-12-10,12,12,10,0,0,0,2482,2174,2229,0,0,0,6885,9.25,7.25,6,0,0,0.0,33,"HK$ 2,100,000",6,49.0,72.0,8.1,13.0,0,0
110550,2019-11-03,6,8,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,C502,C Y Ho,C H Yip,117,5,,85,,1137,,,4,1,,12,7-8-12,7,8,12,0,0,0,2422,2202,2295,0,0,0,6919,5.5,5.25,8.25,0,0,0.0,,"HK$ 2,100,000",8-1/4,24.0,21.0,4.8,5.1,0,0
110551,2019-11-03,6,9,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,C267,C Schofield,J Moore,118,2,H/XB,84,0,1037,-10,1.09.30,3,1,8/4/6/1,9,6-6-9,6,6,9,0,0,0,2418,2202,2259,0,0,0,6878,5.25,5,5.5,0,0,0.0,33,"HK$ 2,100,000",5-1/2,11.0,10.0,2.7,2.1,0,0
110552,2019-11-03,6,10,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,C475,M Chadwick,J Size,115,7,B,83,0,1177,+6,1.09.30,4,1,7,7,8-9-7,8,9,7,0,0,0,2438,2198,2223,0,0,0,6859,6.5,6,4.25,0,0,0.0,33,"HK$ 2,100,000",4-1/4,12.0,11.0,2.9,3.0,0,0
110553,2019-11-03,6,11,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,C181,H N Wong,K H Ting,115,8,TT,83,+5,1130,+5,1.09.49,5,*1,1/-/5/10/3/4,11,4-5-11,4,5,11,0,0,0,2390,2222,2299,0,0,0,6911,3.5,4.5,7.75,0,0,0.0,39,"HK$ 2,100,000",7-3/4,56.0,77.0,8.3,12.0,0,0
110554,2019-11-03,6,12,ST,TURF,GOOD TO FIRM,C+3,Class 2,1200,6789,2334,2206,2249,0,0,0,B179,M F Poon,D J Hall,113,6,,81,+6,1107,-21,1.10.91,6,1,1/5/3/3/12/6,4,1-1-4,1,1,4,0,0,0,2334,2206,2297,0,0,0,6836,1.5,1.25,3,0,0,0.0,14,"HK$ 2,100,000",3,46.0,35.0,8.6,6.7,0,0
110555,2019-11-03,7,1,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,B101,Z Purton,A S Cruz,133,1,XB/TT,129,0,1075,+32,1.45.68,5,,1/2/1/1/1/2,3,7-6-7-6-3,7,6,7,6,3,0,1400,2228,2371,2268,2278,0,10545,2,2.5,2.5,3,1.25,0.0,161,"HK$ 3,250,000",1-1/4,2.8,2.7,1.2,1.3,0,1
110556,2019-11-03,7,2,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,A252,A Sanna,C Fownes,127,9,V,123,0,1171,+2,,7,,5/4/1/6/2/3,1,2-3-4-2-1,2,3,4,2,1,0,1368,2236,2375,2264,2282,0,10525,SH,1,1.25,1.5,N,0.0,14,"HK$ 3,250,000",N,25.0,28.0,4.9,5.9,1,1
110557,2019-11-03,7,3,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,A093,G van Niekerk,J Moore,124,5,B/TT,120,0,1096,+7,1.46.13,7,,6/9/9/2/6/10,6,3-4-6-8-6,3,4,6,8,6,0,1388,2232,2371,2280,2323,0,10594,1.25,2,2,3.25,4.25,0.0,14,"HK$ 3,250,000",4-1/4,9.8,14.0,3.0,3.0,0,0
110558,2019-11-03,7,4,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,C075,J Moreira,F C Lor,122,2,CP1,118,+9,1115,+19,1.47.16,5,,3/7/1/4/2/4,11,5-7-9-11-11,5,7,9,11,11,0,1396,2244,2371,2276,2393,0,10680,1.75,3.25,3.25,4.25,9.75,0.0,161,"HK$ 3,250,000",9-3/4,7.5,4.7,2.3,1.6,0,0
110559,2019-11-03,7,5,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,A066,A Badel,A S Cruz,122,11,TT,118,-1,1244,+16,1.45.44,6,,4/7/11/11/9/4,2,1-1-1-1-2,1,1,1,1,2,0,1368,2220,2371,2260,2312,0,10531,SH,0.75,0.75,1.5,N,0.0,133,"HK$ 3,250,000",N,7.4,9.8,2.5,3.0,0,1
110560,2019-11-03,7,6,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,B104,C Schofield,A T Millard,120,10,SR/XB,116,-1,1085,+1,1.46.41,6,,11/3/2/4/9/5,10,6-2-2-4-10,6,2,2,4,10,0,1400,2200,2371,2272,2404,0,10647,2,0.75,0.75,1.5,7.5,0.0,14,"HK$ 3,250,000",7-1/2,24.0,26.0,7.0,5.9,0,0
110561,2019-11-03,7,7,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,T286,M F Poon,P F Yiu,118,4,H/XB,114,0,1044,+11,1.47.06,7,,7/5/3/5/1/3,5,11-9-11-9-5,11,9,11,9,5,0,1428,2224,2371,2260,2296,0,10579,3.75,4,4,4,3.25,0.0,33,"HK$ 3,250,000",3-1/4,32.0,45.0,5.8,7.0,0,0
110562,2019-11-03,7,8,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,C079,K Teetan,F C Lor,113,8,B,109,0,1093,+2,1.47.39,5,,5/10/1/4/1/3,8,8-8-3-3-8,8,8,3,3,8,0,1404,2240,2331,2268,2386,0,10629,2.25,3.5,1,1.5,6.5,0.0,33,"HK$ 3,250,000",6-1/2,4.6,4.0,1.9,1.6,0,0
110563,2019-11-03,7,9,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,B156,H W Lai,Y S Tsui,113,3,H1/SR1,108,0,1072,-12,1.46.23,5,,7/3/7/2/3/7,9,9-10-5-5-9,9,10,5,5,9,0,1404,2252,2331,2268,2381,0,10636,2.25,4.25,1.75,2.25,7,0.0,14,"HK$ 3,250,000",7,68.0,99.0,11.0,17.0,0,0
110564,2019-11-03,7,10,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,B318,C Y Ho,D J Hall,115,6,,103,0,1057,-3,1.46.61,5,,13/1/3/5/7/1,7,10-11-10-7-7,10,11,10,7,7,0,1420,2244,2355,2252,2329,0,10600,3.25,4.75,3.75,3.25,4.75,0.0,14,"HK$ 3,250,000",4-3/4,8.3,12.0,2.6,3.1,0,0
110565,2019-11-03,7,11,ST,TURF,GOOD TO FIRM,C+3,Hong Kong Group Three,1800,10525,1368,2220,2371,2260,2306,0,D801,W L Ho,J Lau,115,7,P-,102,,1140,,,5,,,4,4-5-8-10-4,4,5,8,10,4,0,1388,2236,2383,2280,2272,0,10559,1.25,2.25,3,4.25,2,0.0,,"HK$ 3,250,000",2,38.0,31.0,6.8,5.8,0,0
110566,2019-11-03,8,1,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,B377,C Schofield,W Y So,125,10,XB/TT,71,0,1156,0,1.21.65,4,+1,8/6/2/1/7/2,3,8-7-7-3,8,7,7,3,0,0,1395,2179,2279,2277,0,0,8130,3.75,4.5,4,0.75,0,0.0,22,"HK$ 1,450,000",3/4,5.9,7.6,1.9,2.1,0,1
110567,2019-11-03,8,2,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C493,N Callan,D E Ferraris,124,13,SR1,70,,1117,,,4,1,,10,12-11-11-10,12,11,11,10,0,0,1439,2179,2275,2299,0,0,8192,6.5,7.25,6.5,4.75,0,0.0,,"HK$ 1,450,000",4-3/4,80.0,99.0,10.0,17.0,0,0
110568,2019-11-03,8,3,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C392,B Shinn,P O'Sullivan,124,5,,70,0,1093,+7,,4,+1,6,8,7-8-8-8,7,8,8,8,0,0,1383,2191,2283,2313,0,0,8170,3,4.5,4.25,3.25,0,0.0,25,"HK$ 1,450,000",3-1/4,9.0,14.0,2.7,3.7,0,0
110569,2019-11-03,8,4,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C270,H T Mo,K W Lui,123,8,TT,69,-2,1179,+3,,4,1,11/14,12,4-4-6-12,4,4,6,12,0,0,1359,2171,2315,2388,0,0,8233,1.5,1.75,3.5,7.25,0,0.0,18,"HK$ 1,450,000",7-1/4,99.0,99.0,25.0,43.0,0,0
110570,2019-11-03,8,5,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C323,W L Ho,A S Cruz,122,11,B/TT,68,-2,1167,-16,1.22.49,4,+1,6/7/8/12,6,13-13-13-6,13,13,13,6,0,0,1451,2199,2275,2232,0,0,8157,7.25,9.25,8.5,2.5,0,0.0,33,"HK$ 1,450,000",2-1/2,22.0,29.0,5.2,6.1,0,0
110571,2019-11-03,8,6,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,B311,J Moreira,J Size,122,2,,68,0,1190,0,1.21.55,5,1,4/11/3/6/3/7,5,5-5-3-5,5,5,3,5,0,0,1363,2171,2283,2330,0,0,8147,1.75,2,1.75,2,0,0.0,22,"HK$ 1,450,000",2,2.8,3.0,1.5,1.4,0,0
110572,2019-11-03,8,7,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,D041,R Bayliss,J Moore,124,7,B1/XB1,70,,1112,,,4,2,,11,10-10-10-11,10,10,10,11,0,0,1423,2175,2279,2344,0,0,8221,5.5,6,5.5,6.5,0,0.0,,"HK$ 1,450,000",6-1/2,43.0,81.0,18.0,23.0,0,0
110573,2019-11-03,8,8,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,B317,A Sanna,Y S Tsui,121,3,,67,0,1143,+13,1.21.59,6,1,13/5/2/5/5/13,9,11-12-12-9,11,12,12,9,0,0,1431,2191,2283,2282,0,0,8187,6,7.5,7.25,4.5,0,0.0,49,"HK$ 1,450,000",4-1/2,18.0,27.0,4.8,5.9,0,0
110574,2019-11-03,8,9,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C327,C Y Ho,D J Hall,120,4,,66,-1,1050,-4,1.21.80,4,*1,7/4/7,7,2-3-4-7,2,3,4,7,0,0,1351,2175,2299,2335,0,0,8160,1,1.5,2.25,2.75,0,0.0,33,"HK$ 1,450,000",2-3/4,19.0,16.0,4.5,3.8,0,0
110575,2019-11-03,8,10,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,V150,,,,,,,,,,,,,,0,--,,,,0,0,0,,,,0,0,0,,,,,0,0,0.0,33,"HK$ 1,450,000",,,,0.0,0.0,0,0
110576,2019-11-03,8,11,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,A050,Z Purton,C S Shum,133,1,B/TT,79,0,1158,+21,1.21.19,6,1,5/3/8/7/5/6,2,3-2-2-2,3,2,2,2,0,0,1355,2151,2295,2316,0,0,8117,1.25,N,0.75,SH,0,0.0,43,"HK$ 1,450,000",SH,5.8,3.4,2.1,1.5,0,1
110577,2019-11-03,8,12,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,T134,H N Wong,R Gibson,118,9,B,64,-2,1146,+31,1.21.06,8,*1,9/5/6/3/5/5,13,9-9-9-13,9,9,9,13,0,0,1419,2175,2283,2400,0,0,8277,5.25,5.75,5.5,10,0,0.0,56,"HK$ 1,450,000",10,77.0,99.0,13.0,21.0,0,0
110578,2019-11-03,8,13,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C277,G van Niekerk,F C Lor,116,12,H/TT,62,0,1141,+10,1.21.77,4,+1,7/10/3/1/10,1,6-6-5-1,6,6,5,1,0,0,1375,2175,2283,2283,0,0,8116,2.5,3,2.75,SH,0,0.0,22,"HK$ 1,450,000",SH,18.0,16.0,5.1,4.0,1,1
110579,2019-11-03,8,14,ST,TURF,GOOD TO FIRM,C+3,Class 3,1400,8116,1335,2167,2287,2327,0,0,C031,K Teetan,C H Yip,115,6,CP1,61,+1,1156,+4,,5,1,2/8/2/6/1,4,1-1-1-4,1,1,1,4,0,0,1335,2167,2287,2350,0,0,8139,1,N,0.75,1.5,0,0.0,43,"HK$ 1,450,000",1-1/2,7.0,5.8,1.9,2.0,0,0
110580,2019-11-03,9,1,ST,TURF,GOOD TO FIRM,C+3,Class 3,1600,9329,2426,2257,2342,2305,0,0,B070,C Y Ho,K W Lui,133,10,B,78,0,1181,-2,1.34.12,5,+1,12/1/4/6/5/2,1,2-2-2-1,2,2,2,1,0,0,2442,2249,2350,2289,0,0,9329,1,0.5,1,0.75,0,0.0,43,"HK$ 1,450,000",3/4,18.0,11.0,4.9,3.2,1,1
110581,2019-11-03,9,2,ST,TURF,GOOD TO FIRM,C+3,Class 3,1600,9329,2426,2257,2342,2305,0,0,C298,G van Niekerk,A T Millard,133,3,B/XB,78,0,1055,-12,1.33.98,5,+1,6/2/8/10/9,5,7-6-6-5,7,6,6,5,0,0,2474,2261,2326,2292,0,0,9353,3,3.25,2.25,1.5,0,0.0,11,"HK$ 1,450,000",1-1/2,9.3,14.0,2.9,4.8,0,0
