index,rdate,rid,hid,class,distance,jname,tname,exweight,bardraw,rating,horseweight,rank,finishm,win_t5,place_t5,ind_win,ind_pla,velocity,straight,width,humidity
110472,2019-10-30,8,6,69.93396499768197,1800,7.9865049385539955,8.417372856134026,121.0,1.0,70.0,1053.0,5,10941.0,13.0,3.5,0,0,1645.1878256100904,312,30.5,3.0
110473,2019-10-30,8,7,69.93396499768197,1800,5.111987788356544,8.417372856134026,120.0,4.0,69.0,1125.0,4,10925.0,6.6,2.0,0,0,1647.5972540045766,312,30.5,3.0
110474,2019-10-30,8,8,69.93396499768197,1800,6.63200177739563,8.297294370266917,120.0,3.0,69.0,1063.0,6,10947.0,25.0,7.5,0,0,1644.2861057824061,312,30.5,3.0
110475,2019-10-30,8,9,69.93396499768197,1800,6.655440350367647,8.740016691519521,119.0,11.0,68.0,1094.0,12,11124.0,44.0,10.0,0,0,1618.1229773462783,312,30.5,3.0
110476,2019-10-30,8,10,69.93396499768197,1800,8.384347278082808,8.356789669923213,119.0,6.0,68.0,1041.0,3,10918.0,21.0,4.9,0,1,1648.653599560359,312,30.5,3.0
110477,2019-10-30,8,11,69.93396499768197,1800,7.384610383176974,8.454466361507933,119.0,9.0,68.0,1018.0,1,10883.0,12.0,2.9,1,1,1653.9557107415235,312,30.5,3.0
110478,2019-10-30,8,12,69.93396499768197,1800,8.00836557031292,8.262300941787448,118.0,5.0,67.0,1059.0,8,10962.0,17.0,4.1,0,0,1642.0361247947455,312,30.5,3.0
110479,2019-11-03,1,1,31.560311284046694,1200,8.478244441277663,8.491875383431948,133.0,6.0,40.0,1101.0,6,7019.0,9.6,3.4,0,0,1709.6452486109133,430,18.3,2.75
110480,2019-11-03,1,2,31.560311284046694,1200,0.0,0.0,132.0,10.0,39.0,1063.0,7,7023.0,3.8,1.6,0,0,1708.6715079026058,430,18.3,2.75
110481,2019-11-03,1,3,31.560311284046694,1200,8.703008637464448,8.262300941787448,132.0,4.0,39.0,1175.0,9,7041.0,8.1,2.6,0,0,1704.303365999148,430,18.3,2.75
110482,2019-11-03,1,4,31.560311284046694,1200,6.056784013228625,7.889084407035514,131.0,3.0,38.0,1123.0,3,7002.0,8.0,1.8,0,1,1713.796058269066,430,18.3,2.75
110483,2019-11-03,1,5,31.560311284046694,1200,7.9865049385539955,8.27893600229198,128.0,2.0,35.0,1249.0,5,7014.0,10.0,3.0,0,0,1710.8639863130882,430,18.3,2.75
110484,2019-11-03,1,6,31.560311284046694,1200,7.239214973779806,8.724207360800564,127.0,12.0,34.0,1035.0,11,7045.0,67.0,17.0,0,0,1703.3356990773598,430,18.3,2.75
110485,2019-11-03,1,7,31.560311284046694,1200,8.035602692918582,8.740016691519521,127.0,8.0,34.0,1040.0,12,7094.0,43.0,13.0,0,0,1691.570341133352,430,18.3,2.75
110486,2019-11-03,1,8,31.560311284046694,1200,8.046869510959576,8.297294370266917,127.0,11.0,34.0,1095.0,8,7031.0,11.0,4.3,0,0,1706.7273503057886,430,18.3,2.75
